No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
4253.0,Décembre,8.0,25,4.0,35.0,84.0,7.0,86.0,500.0,5.0,19.7,1003.0,17.3,0.0,ENE,0.7,École Richard-Toll
4254.0,Décembre,8.0,25,5.0,32.0,86.0,6.0,88.0,600.0,1.0,19.4,1003.4,17.0,0.0,E,0.9,École Richard-Toll
4255.0,Décembre,8.0,25,6.0,30.0,66.0,6.0,93.0,500.0,1.0,20.4,1003.5,18.2,0.0,W,0.9,École Richard-Toll
4256.0,Décembre,8.0,25,7.0,29.0,73.0,6.0,90.0,500.0,1.0,24.1,1003.6,18.1,0.0,NNE,1.4,École Richard-Toll
4257.0,Décembre,8.0,25,8.0,32.0,78.0,7.0,82.0,500.0,18.0,27.9,1003.6,18.3,0.0,E,0.6,École Richard-Toll
4258.0,Décembre,8.0,25,9.0,33.0,110.0,7.0,66.0,500.0,50.0,29.8,1003.0,17.6,0.0,ENE,0.8,École Richard-Toll
4259.0,Décembre,8.0,25,10.0,29.0,82.0,7.0,55.0,500.0,89.0,31.1,1002.7,16.7,0.0,SW,1.1,École Richard-Toll
4260.0,Décembre,8.0,25,11.0,33.0,78.0,8.0,47.0,600.0,130.0,32.9,1001.8,16.3,0.0,SSW,1.2,École Richard-Toll
4261.0,Décembre,8.0,25,12.0,32.0,61.0,8.0,45.0,600.0,167.0,34.1,1001.1,17.3,0.0,S,1.8,École Richard-Toll
4262.0,Décembre,8.0,25,13.0,35.0,58.0,8.0,41.0,600.0,205.0,34.9,1000.0,15.8,0.0,SW,2.6,École Richard-Toll
4263.0,Décembre,8.0,25,14.0,34.0,64.0,9.0,44.0,600.0,218.0,34.6,999.1,15.0,0.0,SSW,2.9,École Richard-Toll
4265.0,Décembre,8.0,25,16.0,36.0,80.0,10.0,39.0,500.0,200.0,33.3,998.7,15.8,0.0,SW,2.0,École Richard-Toll
4266.0,Décembre,8.0,25,17.0,33.0,70.0,10.0,49.0,500.0,193.0,31.8,998.4,14.9,0.0,SW,3.2,École Richard-Toll
4267.0,Décembre,8.0,25,18.0,41.0,86.0,9.0,44.0,500.0,212.0,30.2,998.0,17.6,0.0,SW,3.2,École Richard-Toll
4268.0,Décembre,8.0,25,19.0,34.0,86.0,8.0,46.0,500.0,182.0,29.5,998.0,18.3,0.0,SW,2.8,École Richard-Toll
4269.0,Décembre,8.0,25,20.0,33.0,100.0,8.0,49.0,600.0,146.0,28.7,998.6,19.1,0.0,SW,2.1,École Richard-Toll
4270.0,Décembre,8.0,25,21.0,35.0,82.0,9.0,45.0,600.0,124.0,28.0,998.3,19.0,0.0,SSW,2.3,École Richard-Toll
4271.0,Décembre,8.0,25,22.0,37.0,86.0,10.0,48.0,600.0,111.0,26.3,998.0,19.4,0.0,SW,1.1,École Richard-Toll
4272.0,Décembre,8.0,25,23.0,41.0,96.0,12.0,56.0,600.0,91.0,23.9,998.4,20.0,0.0,W,1.3,École Richard-Toll
4273.0,Décembre,8.0,26,0.0,46.0,100.0,13.0,69.0,700.0,61.0,22.8,998.8,20.3,0.0,NW,0.7,École Richard-Toll
4274.0,Décembre,8.0,26,1.0,47.0,119.0,11.0,81.0,700.0,37.0,22.7,998.8,19.1,0.0,NE,1.0,École Richard-Toll
4275.0,Décembre,8.0,26,2.0,52.0,127.0,8.0,110.0,800.0,3.0,22.1,999.4,19.1,0.0,NE,1.4,École Richard-Toll
4276.0,Décembre,8.0,26,3.0,57.0,141.0,7.0,110.0,700.0,1.0,21.7,999.5,19.1,0.0,NE,0.9,École Richard-Toll
4277.0,Décembre,8.0,26,4.0,70.0,130.0,7.0,90.0,700.0,1.0,21.5,1000.0,18.5,0.0,NE,1.1,École Richard-Toll
4278.0,Décembre,8.0,26,5.0,62.0,104.0,9.0,71.0,600.0,29.0,21.2,1000.7,18.4,0.0,NE,0.9,École Richard-Toll
4279.0,Décembre,8.0,26,6.0,51.0,91.0,9.0,65.0,600.0,33.0,22.3,1000.9,18.9,0.0,ENE,1.0,École Richard-Toll
4280.0,Décembre,8.0,26,7.0,52.0,102.0,8.0,102.0,700.0,1.0,25.8,1001.2,18.2,0.0,NE,2.5,École Richard-Toll
4281.0,Décembre,8.0,26,8.0,44.0,100.0,7.0,102.0,700.0,11.0,29.7,1001.5,18.2,0.0,ENE,1.0,École Richard-Toll
4282.0,Décembre,8.0,26,9.0,37.0,119.0,8.0,72.0,600.0,57.0,31.7,1001.8,16.8,0.0,E,1.5,École Richard-Toll
4283.0,Décembre,8.0,26,10.0,34.0,82.0,7.0,55.0,500.0,85.0,32.3,1001.4,15.8,0.0,ENE,2.3,École Richard-Toll
4284.0,Décembre,8.0,26,11.0,23.0,37.0,7.0,40.0,400.0,115.0,33.3,1000.7,12.3,0.0,ENE,1.9,École Richard-Toll
4285.0,Décembre,8.0,26,12.0,18.0,37.0,7.0,31.0,300.0,114.0,34.1,999.8,13.0,0.0,SE,1.1,École Richard-Toll
4286.0,Décembre,8.0,26,13.0,11.0,12.0,6.0,27.0,300.0,129.0,34.6,999.3,14.5,0.0,ESE,1.2,École Richard-Toll
4287.0,Décembre,8.0,26,14.0,11.0,36.0,6.0,25.0,300.0,148.0,34.5,998.9,15.4,0.0,SSE,2.9,École Richard-Toll
4288.0,Décembre,8.0,26,15.0,26.0,64.0,11.0,32.0,400.0,186.0,33.9,998.7,16.3,0.0,SSW,1.7,École Richard-Toll
4289.0,Décembre,8.0,26,16.0,30.0,74.0,14.0,42.0,600.0,186.0,33.0,998.6,18.0,0.0,SSW,0.9,École Richard-Toll
4290.0,Décembre,8.0,26,17.0,54.0,118.0,28.0,60.0,1500.0,207.0,31.3,998.5,17.6,0.0,SE,1.8,École Richard-Toll
4291.0,Décembre,8.0,26,18.0,94.0,193.0,40.0,62.0,2300.0,221.0,30.0,999.5,18.4,0.0,S,2.5,École Richard-Toll
4292.0,Décembre,8.0,26,19.0,122.0,213.0,26.0,67.0,1800.0,196.0,28.5,1000.5,21.5,0.0,SSE,2.4,École Richard-Toll
4293.0,Décembre,8.0,26,20.0,96.0,186.0,16.0,63.0,1200.0,146.0,27.0,1001.4,21.7,0.0,ESE,1.4,École Richard-Toll
4294.0,Décembre,8.0,26,21.0,82.0,146.0,13.0,59.0,1000.0,111.0,26.1,1001.9,21.7,0.0,SW,1.3,École Richard-Toll
4295.0,Décembre,8.0,26,22.0,70.0,109.0,12.0,54.0,900.0,82.0,25.6,1002.6,21.5,0.0,SSE,1.4,École Richard-Toll
4296.0,Décembre,8.0,26,23.0,62.0,99.0,10.0,50.0,800.0,49.0,24.9,1002.7,21.4,0.0,SSE,1.3,École Richard-Toll
4297.0,Décembre,8.0,27,0.0,60.0,86.0,14.0,54.0,800.0,32.0,24.8,1002.7,20.9,0.0,SE,2.3,École Richard-Toll
4298.0,Décembre,8.0,27,1.0,62.0,83.0,15.0,51.0,800.0,36.0,24.6,1002.9,21.1,0.0,SW,0.6,École Richard-Toll
4299.0,Décembre,8.0,27,2.0,58.0,59.0,15.0,38.0,700.0,39.0,23.9,1002.5,20.6,0.0,ESE,1.1,École Richard-Toll
4300.0,Décembre,8.0,27,3.0,40.0,40.0,6.0,30.0,700.0,,23.4,1002.5,20.0,0.0,E,1.4,École Richard-Toll
4301.0,Décembre,8.0,27,4.0,39.0,42.0,7.0,30.0,800.0,17.0,23.3,1002.7,19.9,0.0,ESE,0.7,École Richard-Toll
4302.0,Décembre,8.0,27,5.0,45.0,52.0,7.0,45.0,1100.0,19.0,23.2,1003.2,20.2,0.0,NE,0.8,École Richard-Toll
4303.0,Décembre,8.0,27,6.0,46.0,49.0,10.0,50.0,1300.0,17.0,23.1,1003.1,20.2,0.0,NE,1.4,École Richard-Toll
4304.0,Décembre,8.0,27,7.0,46.0,49.0,10.0,50.0,1400.0,12.0,22.8,1003.6,20.0,0.0,NE,1.4,École Richard-Toll
4305.0,Décembre,8.0,27,8.0,50.0,62.0,12.0,73.0,1600.0,1.0,23.0,1003.6,20.0,0.0,ENE,1.0,École Richard-Toll
4306.0,Décembre,8.0,27,9.0,53.0,86.0,16.0,78.0,1800.0,2.0,23.8,1003.8,19.7,0.0,NE,1.7,École Richard-Toll
4307.0,Décembre,8.0,27,10.0,57.0,101.0,17.0,74.0,1800.0,8.0,24.5,1003.5,20.4,0.0,NE,1.2,École Richard-Toll
4308.0,Décembre,8.0,27,11.0,65.0,103.0,16.0,79.0,1900.0,10.0,24.7,1002.9,20.4,0.0,NNE,1.1,École Richard-Toll
4309.0,Décembre,8.0,27,12.0,75.0,139.0,14.0,82.0,1900.0,12.0,25.5,1002.5,20.3,0.0,NW,1.1,École Richard-Toll
4310.0,Décembre,8.0,27,13.0,79.0,124.0,10.0,84.0,1800.0,19.0,26.4,1001.9,20.7,0.0,N,1.5,École Richard-Toll
4311.0,Décembre,8.0,27,14.0,88.0,121.0,12.0,82.0,1800.0,32.0,25.7,1001.2,20.5,0.0,N,1.9,École Richard-Toll
4312.0,Décembre,8.0,27,15.0,88.0,124.0,13.0,89.0,1800.0,48.0,25.8,1001.0,20.8,0.0,NE,1.6,École Richard-Toll
4313.0,Décembre,8.0,27,16.0,80.0,126.0,16.0,85.0,1900.0,40.0,26.0,1000.6,21.0,0.0,NE,1.4,École Richard-Toll
4314.0,Décembre,8.0,27,17.0,80.0,126.0,16.0,85.0,2000.0,24.0,25.4,1000.5,21.1,0.0,NE,1.4,École Richard-Toll
4315.0,Décembre,8.0,27,18.0,73.0,124.0,13.0,85.0,2000.0,22.0,24.7,1000.3,20.8,0.0,NNE,1.2,École Richard-Toll
4316.0,Décembre,8.0,27,19.0,69.0,116.0,11.0,87.0,1400.0,25.0,24.5,1000.2,21.0,0.0,NE,1.3,École Richard-Toll
4317.0,Décembre,8.0,27,20.0,52.0,60.0,7.0,66.0,600.0,54.0,23.9,1000.2,22.2,0.8,SSE,1.8,École Richard-Toll
4318.0,Décembre,8.0,27,21.0,44.0,60.0,6.0,57.0,600.0,71.0,23.5,999.9,21.8,0.1,ESE,0.7,École Richard-Toll
4319.0,Décembre,8.0,27,22.0,48.0,60.0,6.0,55.0,500.0,43.0,23.5,999.7,21.6,0.1,SSE,1.0,École Richard-Toll
4320.0,Décembre,8.0,27,23.0,40.0,55.0,10.0,56.0,500.0,35.0,23.7,998.6,21.6,0.1,ESE,1.3,École Richard-Toll
4321.0,Décembre,8.0,28,0.0,29.0,34.0,8.0,52.0,500.0,31.0,23.3,997.7,21.2,0.1,SSE,1.0,École Richard-Toll
4322.0,Décembre,8.0,28,1.0,22.0,31.0,8.0,48.0,500.0,28.0,23.1,997.2,21.0,0.0,SE,1.8,École Richard-Toll
4323.0,Décembre,8.0,28,2.0,21.0,23.0,7.0,49.0,500.0,25.0,22.6,996.5,21.4,0.9,S,1.1,École Richard-Toll
4324.0,Décembre,8.0,28,3.0,23.0,36.0,6.0,51.0,600.0,20.0,22.3,995.5,21.5,0.7,SSE,1.4,École Richard-Toll
4325.0,Décembre,8.0,28,4.0,30.0,36.0,4.0,48.0,1100.0,11.0,22.0,995.5,21.5,6.0,SW,2.0,École Richard-Toll
4326.0,Décembre,8.0,28,5.0,54.0,36.0,2.0,45.0,800.0,19.0,22.3,995.3,22.0,0.3,W,0.8,École Richard-Toll
4327.0,Décembre,8.0,28,6.0,55.0,39.0,2.0,41.0,700.0,24.0,22.3,995.4,22.0,0.4,W,0.4,École Richard-Toll
4328.0,Décembre,8.0,28,7.0,48.0,22.0,3.0,58.0,1600.0,1.0,22.4,995.3,22.1,0.8,WNW,0.4,École Richard-Toll
4329.0,Décembre,8.0,28,8.0,52.0,29.0,4.0,65.0,2100.0,1.0,22.4,995.3,22.1,0.1,NW,1.2,École Richard-Toll
4330.0,Décembre,8.0,28,9.0,52.0,30.0,4.0,69.0,2600.0,1.0,22.4,995.2,22.1,0.0,E,0.8,École Richard-Toll
4331.0,Décembre,8.0,28,10.0,64.0,40.0,6.0,70.0,3300.0,1.0,22.7,994.6,22.2,0.0,ENE,0.9,École Richard-Toll
4332.0,Décembre,8.0,28,11.0,67.0,79.0,6.0,70.0,3000.0,1.0,24.2,994.2,22.6,0.0,ENE,0.9,École Richard-Toll
4333.0,Décembre,8.0,28,12.0,106.0,79.0,4.0,62.0,2600.0,1.0,25.9,993.7,22.4,0.0,ENE,0.7,École Richard-Toll
4334.0,Décembre,8.0,28,13.0,101.0,72.0,7.0,57.0,2100.0,35.0,25.8,993.4,22.3,0.0,W,0.5,École Richard-Toll
4335.0,Décembre,8.0,28,14.0,89.0,51.0,8.0,55.0,2000.0,54.0,26.3,992.9,22.2,0.0,ESE,0.6,École Richard-Toll
4336.0,Décembre,8.0,28,15.0,89.0,55.0,8.0,55.0,2000.0,46.0,26.1,992.9,23.0,0.0,NE,1.5,École Richard-Toll
4337.0,Décembre,8.0,28,16.0,79.0,79.0,9.0,60.0,2000.0,47.0,25.9,992.3,22.4,0.0,E,0.8,École Richard-Toll
4338.0,Décembre,8.0,28,17.0,19.0,32.0,8.0,,2200.0,26.0,25.4,992.8,22.5,0.0,ENE,1.1,École Richard-Toll
4339.0,Décembre,8.0,28,18.0,72.0,82.0,8.0,,2100.0,35.0,24.9,993.2,22.6,0.0,NE,0.7,École Richard-Toll
4340.0,Décembre,8.0,28,19.0,69.0,72.0,8.0,,2000.0,35.0,23.7,992.9,22.1,0.0,SE,0.6,École Richard-Toll
4341.0,Décembre,8.0,28,20.0,67.0,78.0,6.0,,2200.0,8.0,23.2,993.0,22.4,0.0,NNW,0.6,École Richard-Toll
4342.0,Décembre,8.0,28,21.0,86.0,96.0,6.0,,2300.0,1.0,23.2,993.0,22.5,0.0,NE,1.0,École Richard-Toll
4343.0,Décembre,8.0,28,22.0,95.0,101.0,6.0,,2400.0,1.0,22.6,992.9,21.9,0.0,NE,0.0,École Richard-Toll
4344.0,Décembre,8.0,28,23.0,86.0,105.0,6.0,,2200.0,1.0,22.6,993.0,22.3,0.0,NNE,0.2,École Richard-Toll
4345.0,Décembre,8.0,29,0.0,89.0,102.0,3.0,,2300.0,1.0,22.4,993.5,22.1,0.0,ENE,0.2,École Richard-Toll
4346.0,Décembre,8.0,29,1.0,107.0,102.0,4.0,,2300.0,1.0,22.2,993.6,21.9,0.0,NE,0.6,École Richard-Toll
4347.0,Décembre,8.0,29,2.0,116.0,132.0,5.0,,2400.0,1.0,21.8,993.5,21.6,0.0,N,0.4,École Richard-Toll
4348.0,Décembre,8.0,29,3.0,95.0,97.0,6.0,,2300.0,1.0,23.9,993.4,12.5,0.0,WNW,1.8,École Richard-Toll
4349.0,Décembre,8.0,29,4.0,80.0,97.0,6.0,,1400.0,1.0,24.2,994.4,11.2,0.0,N,2.4,École Richard-Toll
4350.0,Décembre,8.0,29,5.0,32.0,32.0,4.0,,700.0,16.0,24.8,995.0,9.5,0.0,NNW,2.6,École Richard-Toll
4351.0,Décembre,8.0,29,6.0,14.0,46.0,5.0,,200.0,35.0,24.7,995.7,10.2,0.0,NNW,1.5,École Richard-Toll
4352.0,Décembre,8.0,29,7.0,12.0,50.0,5.0,,200.0,32.0,26.1,996.2,11.8,0.0,NNW,2.5,École Richard-Toll
4353.0,Décembre,8.0,29,8.0,11.0,63.0,3.0,,200.0,38.0,26.9,996.1,11.8,0.0,NW,3.6,École Richard-Toll
4354.0,Décembre,8.0,29,9.0,11.0,48.0,4.0,,200.0,41.0,27.3,996.0,11.7,0.0,NNW,4.4,École Richard-Toll
4355.0,Décembre,8.0,29,10.0,7.0,42.0,5.0,,200.0,44.0,26.8,997.3,11.3,0.0,WNW,5.1,École Richard-Toll
4356.0,Décembre,8.0,29,11.0,6.0,36.0,2.0,20.0,200.0,57.0,27.0,997.3,10.7,0.0,NW,3.2,École Richard-Toll
4357.0,Décembre,8.0,29,12.0,3.0,27.0,1.0,18.0,200.0,63.0,26.8,998.1,10.9,0.0,N,3.0,École Richard-Toll
4358.0,Décembre,8.0,29,13.0,6.0,25.0,1.0,17.0,200.0,63.0,26.9,998.0,11.0,0.0,NNW,3.1,École Richard-Toll
4359.0,Décembre,8.0,29,14.0,5.0,17.0,3.0,17.0,200.0,65.0,27.1,998.3,10.3,0.0,NNW,3.7,École Richard-Toll
4360.0,Décembre,8.0,29,15.0,7.0,16.0,3.0,15.0,200.0,66.0,27.1,998.8,9.9,0.0,N,4.9,École Richard-Toll
4361.0,Décembre,8.0,29,16.0,10.0,17.0,2.0,16.0,200.0,62.0,26.2,999.4,9.9,0.0,N,4.8,École Richard-Toll
4362.0,Décembre,8.0,29,17.0,5.0,18.0,1.0,17.0,200.0,54.0,25.1,999.6,10.2,0.0,N,3.6,École Richard-Toll
4363.0,Décembre,8.0,29,18.0,4.0,21.0,2.0,20.0,200.0,45.0,23.8,1000.2,10.8,0.0,N,1.8,École Richard-Toll
4364.0,Décembre,8.0,29,19.0,7.0,20.0,3.0,25.0,200.0,36.0,22.5,1001.3,11.9,0.0,NE,1.2,École Richard-Toll
4365.0,Décembre,8.0,29,20.0,12.0,28.0,4.0,36.0,200.0,23.0,22.0,1001.9,12.0,0.0,NE,1.5,École Richard-Toll
4366.0,Décembre,8.0,29,21.0,11.0,40.0,6.0,50.0,400.0,5.0,21.9,1002.3,12.7,0.0,NE,1.5,École Richard-Toll
4367.0,Décembre,8.0,29,22.0,11.0,46.0,6.0,46.0,400.0,6.0,22.2,1003.1,12.7,0.0,NE,2.2,École Richard-Toll
4368.0,Décembre,8.0,29,23.0,12.0,44.0,6.0,49.0,400.0,3.0,22.0,1004.2,13.1,0.0,ENE,2.0,École Richard-Toll
4369.0,Décembre,8.0,30,0.0,11.0,35.0,2.0,36.0,200.0,20.0,20.6,1005.4,13.8,0.0,ESE,1.7,École Richard-Toll
4370.0,Décembre,8.0,30,1.0,5.0,21.0,2.0,23.0,200.0,34.0,19.6,1005.8,13.5,0.0,NNE,2.5,École Richard-Toll
4371.0,Décembre,8.0,30,2.0,3.0,12.0,3.0,22.0,200.0,32.0,19.5,1006.0,12.5,0.0,N,1.7,École Richard-Toll
4372.0,Décembre,8.0,30,3.0,4.0,10.0,1.0,19.0,100.0,32.0,18.9,1006.3,13.5,0.0,NNE,2.0,École Richard-Toll
4373.0,Décembre,8.0,30,4.0,3.0,6.0,3.0,19.0,100.0,17.0,18.3,1006.6,14.2,0.0,NNE,1.0,École Richard-Toll
4374.0,Décembre,8.0,30,5.0,4.0,6.0,1.0,20.0,200.0,36.0,18.2,1007.2,13.3,0.0,N,0.9,École Richard-Toll
4375.0,Décembre,8.0,30,6.0,6.0,25.0,1.0,37.0,200.0,17.0,19.1,1007.9,13.5,0.0,N,1.2,École Richard-Toll
4376.0,Décembre,8.0,30,7.0,10.0,22.0,2.0,40.0,300.0,11.0,20.8,1008.3,12.7,0.0,N,1.8,École Richard-Toll
4377.0,Décembre,8.0,30,8.0,7.0,19.0,2.0,35.0,300.0,18.0,23.2,1008.6,11.3,0.0,NNE,3.1,École Richard-Toll
4378.0,Décembre,8.0,30,9.0,6.0,16.0,1.0,26.0,300.0,30.0,24.5,1008.5,11.1,0.0,NE,2.2,École Richard-Toll
4379.0,Décembre,8.0,30,10.0,5.0,16.0,1.0,17.0,200.0,43.0,25.5,1008.1,9.3,0.0,NNE,3.0,École Richard-Toll
4380.0,Décembre,8.0,30,11.0,3.0,6.0,1.0,17.0,200.0,48.0,26.2,1007.5,9.5,0.0,NNE,2.5,École Richard-Toll
4381.0,Décembre,8.0,30,12.0,3.0,6.0,1.0,15.0,200.0,56.0,26.5,1006.9,11.0,0.0,NE,2.4,École Richard-Toll
4382.0,Décembre,8.0,30,13.0,5.0,12.0,1.0,14.0,200.0,62.0,27.4,1006.0,8.8,0.0,N,2.0,École Richard-Toll
4383.0,Décembre,8.0,30,14.0,7.0,12.0,1.0,16.0,200.0,66.0,27.9,1005.3,9.2,0.0,NW,1.8,École Richard-Toll
4384.0,Décembre,8.0,30,15.0,3.0,3.0,2.0,18.0,200.0,67.0,28.3,1005.2,9.1,0.0,NNW,1.8,École Richard-Toll
4385.0,Décembre,8.0,30,16.0,5.0,10.0,2.0,15.0,200.0,75.0,28.5,1004.9,7.7,0.0,NW,2.2,École Richard-Toll
4386.0,Décembre,8.0,30,17.0,8.0,14.0,4.0,19.0,200.0,73.0,27.0,1004.8,11.5,0.0,SW,1.0,École Richard-Toll
4387.0,Décembre,8.0,30,18.0,10.0,13.0,5.0,21.0,300.0,71.0,21.7,1004.9,13.3,0.0,WNW,0.0,École Richard-Toll
4388.0,Décembre,8.0,30,19.0,11.0,19.0,4.0,28.0,300.0,61.0,19.4,1005.3,13.1,0.0,E,0.0,École Richard-Toll
4389.0,Décembre,8.0,30,20.0,16.0,55.0,4.0,64.0,500.0,18.0,18.7,1006.0,14.6,0.0,SSE,0.7,École Richard-Toll
4390.0,Décembre,8.0,30,21.0,25.0,94.0,4.0,87.0,600.0,5.0,17.5,1006.3,14.9,0.0,SSE,0.0,École Richard-Toll
4391.0,Décembre,8.0,30,22.0,22.0,71.0,2.0,73.0,500.0,15.0,17.0,1006.4,13.5,0.0,SSW,0.0,École Richard-Toll
4392.0,Décembre,8.0,30,23.0,25.0,86.0,4.0,82.0,500.0,3.0,16.3,1006.5,13.4,0.0,SW,0.6,École Richard-Toll
4393.0,Décembre,8.0,31,0.0,30.0,93.0,6.0,77.0,600.0,1.0,15.5,1006.3,13.2,0.0,W,0.0,École Richard-Toll
4394.0,Décembre,8.0,31,1.0,22.0,55.0,6.0,66.0,500.0,1.0,15.1,1006.2,14.0,0.0,E,0.7,École Richard-Toll
4395.0,Décembre,8.0,31,2.0,22.0,65.0,7.0,59.0,600.0,1.0,15.2,1006.3,13.4,0.0,NNE,0.5,École Richard-Toll
4396.0,Décembre,8.0,31,3.0,25.0,68.0,6.0,56.0,600.0,1.0,14.6,1006.2,12.8,0.0,NNE,0.6,École Richard-Toll
4397.0,Décembre,8.0,31,4.0,22.0,56.0,6.0,54.0,500.0,1.0,14.0,1006.3,12.4,0.0,NE,0.0,École Richard-Toll
4398.0,Décembre,8.0,31,5.0,18.0,51.0,6.0,55.0,200.0,1.0,13.8,1006.9,12.2,0.0,ENE,0.5,École Richard-Toll
4399.0,Décembre,8.0,31,6.0,15.0,46.0,5.0,51.0,400.0,1.0,15.8,1007.5,12.4,0.0,ENE,1.0,École Richard-Toll
4400.0,Décembre,8.0,31,7.0,21.0,53.0,6.0,45.0,500.0,1.0,20.8,1007.7,12.0,0.0,NNE,1.5,École Richard-Toll
4401.0,Décembre,8.0,31,8.0,21.0,56.0,11.0,46.0,400.0,1.0,23.8,1008.0,11.5,0.0,NE,1.4,École Richard-Toll
4402.0,Décembre,8.0,31,9.0,21.0,68.0,17.0,46.0,500.0,6.0,26.2,1007.8,11.1,0.0,NNE,2.3,École Richard-Toll
4403.0,Décembre,8.0,31,10.0,17.0,36.0,16.0,36.0,500.0,24.0,28.0,1007.2,11.5,0.0,ENE,1.7,École Richard-Toll
4404.0,Décembre,8.0,31,11.0,9.0,21.0,12.0,27.0,400.0,40.0,29.1,1006.9,10.7,0.0,SE,0.7,École Richard-Toll
4405.0,Décembre,8.0,31,12.0,4.0,6.0,7.0,19.0,300.0,58.0,30.3,1006.3,9.2,0.0,ENE,2.5,École Richard-Toll
4406.0,Décembre,8.0,31,13.0,8.0,24.0,6.0,20.0,300.0,63.0,30.2,1005.8,11.2,0.0,WSW,2.6,École Richard-Toll
4407.0,Décembre,8.0,31,14.0,8.0,20.0,4.0,20.0,300.0,72.0,30.5,1005.0,11.0,0.0,WSW,2.8,École Richard-Toll
4408.0,Décembre,8.0,31,15.0,12.0,28.0,4.0,20.0,200.0,84.0,29.9,1005.0,10.9,0.0,WSW,3.9,École Richard-Toll
4409.0,Décembre,8.0,31,16.0,11.0,17.0,3.0,25.0,300.0,97.0,29.3,1005.0,11.4,0.0,WSW,2.2,École Richard-Toll
4410.0,Décembre,8.0,31,17.0,15.0,47.0,3.0,32.0,200.0,116.0,27.7,1005.1,10.0,0.0,WSW,2.4,École Richard-Toll
4411.0,Décembre,8.0,31,18.0,12.0,30.0,3.0,26.0,200.0,105.0,25.7,1005.3,10.7,0.0,WSW,1.6,École Richard-Toll
4412.0,Décembre,8.0,31,19.0,11.0,34.0,2.0,31.0,200.0,72.0,23.6,1005.9,13.2,0.0,WSW,1.5,École Richard-Toll
4413.0,Décembre,8.0,31,20.0,13.0,44.0,2.0,37.0,300.0,59.0,21.0,1006.1,13.2,0.0,WNW,0.5,École Richard-Toll
4414.0,Décembre,8.0,31,21.0,14.0,51.0,2.0,50.0,300.0,40.0,19.0,1006.5,13.8,0.0,NNE,1.0,École Richard-Toll
4415.0,Décembre,8.0,31,22.0,15.0,57.0,2.0,65.0,300.0,21.0,20.2,1006.7,13.9,0.0,NNE,1.1,École Richard-Toll
4416.0,Décembre,8.0,31,23.0,23.0,108.0,5.0,86.0,600.0,1.0,20.8,1007.3,14.0,0.0,NNE,1.5,École Richard-Toll
4417.0,Décembre,9.0,1,0.0,46.0,165.0,8.0,89.0,700.0,1.0,20.2,1007.8,15.6,0.0,NE,1.3,École Richard-Toll
4418.0,Décembre,9.0,1,1.0,55.0,124.0,7.0,69.0,1000.0,9.0,19.0,1007.8,15.5,0.0,NNE,1.6,École Richard-Toll
4419.0,Décembre,9.0,1,2.0,62.0,106.0,10.0,63.0,1400.0,4.0,17.8,1007.9,15.2,0.0,NE,1.5,École Richard-Toll
4420.0,Décembre,9.0,1,3.0,43.0,90.0,10.0,58.0,1200.0,1.0,17.2,1007.8,15.2,0.0,NNE,0.7,École Richard-Toll
4421.0,Décembre,9.0,1,4.0,32.0,73.0,11.0,61.0,1100.0,1.0,17.1,1008.1,14.9,0.0,NE,1.2,École Richard-Toll
4422.0,Décembre,9.0,1,5.0,28.0,74.0,11.0,54.0,1000.0,2.0,16.6,1008.7,14.8,0.0,NNE,1.2,École Richard-Toll
4423.0,Décembre,9.0,1,6.0,38.0,89.0,7.0,55.0,900.0,1.0,17.4,1008.9,14.9,0.0,NE,1.6,École Richard-Toll
4424.0,Décembre,9.0,1,7.0,38.0,88.0,8.0,59.0,900.0,1.0,20.3,1009.0,15.1,0.0,NE,1.9,École Richard-Toll
4425.0,Décembre,9.0,1,8.0,41.0,104.0,10.0,55.0,1000.0,1.0,22.6,1009.2,15.2,0.0,NNE,1.9,École Richard-Toll
4426.0,Décembre,9.0,1,9.0,39.0,83.0,12.0,41.0,900.0,22.0,24.6,1009.1,15.5,0.0,E,1.7,École Richard-Toll
4427.0,Décembre,9.0,1,10.0,32.0,73.0,14.0,35.0,700.0,46.0,25.5,1008.8,15.5,0.0,E,1.9,École Richard-Toll
4428.0,Décembre,9.0,1,11.0,34.0,69.0,13.0,29.0,600.0,70.0,27.1,1008.0,14.8,0.0,NNE,2.0,École Richard-Toll
4429.0,Décembre,9.0,1,12.0,30.0,56.0,14.0,26.0,600.0,95.0,28.2,1007.4,14.1,0.0,W,1.5,École Richard-Toll
4430.0,Décembre,9.0,1,13.0,26.0,47.0,13.0,26.0,600.0,108.0,29.2,1006.9,13.8,0.0,WSW,2.5,École Richard-Toll
4431.0,Décembre,9.0,1,14.0,30.0,51.0,13.0,33.0,600.0,120.0,30.0,1005.7,14.1,0.0,SSW,0.8,École Richard-Toll
4432.0,Décembre,9.0,1,15.0,34.0,63.0,12.0,39.0,700.0,138.0,30.2,1005.8,13.9,0.0,SE,1.6,École Richard-Toll
4433.0,Décembre,9.0,1,16.0,46.0,79.0,12.0,46.0,800.0,155.0,29.6,1006.0,14.6,0.0,E,1.2,École Richard-Toll
4434.0,Décembre,9.0,1,17.0,43.0,97.0,11.0,47.0,900.0,178.0,26.8,1006.4,14.9,0.0,E,0.8,École Richard-Toll
